gene_id,gene_symbol,seqid,source,type,start,end,strand,attributes,ID,Parent,Name,biotype,tag,transcript_id,transcript_support_level,version,tss,tes,transcript_stable_id,ccdsid
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,54114463,+,ID=transcript:ENST00001067886;Parent=gene:ENSG00000140718;Name=FTO-232;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00001067886;version=1,transcript:ENST00001067886,gene:ENSG00000140718,FTO-232,protein_coding,gencode_basic,ENST00001067886,,1,53703963,54114463,ENST00001067886,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,54114463,+,ID=transcript:ENST00001067887;Parent=gene:ENSG00000140718;Name=FTO-233;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00001067887;version=1,transcript:ENST00001067887,gene:ENSG00000140718,FTO-233,protein_coding,gencode_basic,ENST00001067887,,1,53703963,54114463,ENST00001067887,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,53880937,+,"ID=transcript:ENST00001114652;Parent=gene:ENSG00000140718;Name=FTO-234;biotype=protein_coding;tag=gencode_basic,gencode_primary;transcript_id=ENST00001114652;version=1",transcript:ENST00001114652,gene:ENSG00000140718,FTO-234,protein_coding,"gencode_basic,gencode_primary",ENST00001114652,,1,53703963,53880937,ENST00001114652,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,54114457,+,ID=transcript:ENST00001120971;Parent=gene:ENSG00000140718;Name=FTO-235;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00001120971;version=1,transcript:ENST00001120971,gene:ENSG00000140718,FTO-235,protein_coding,gencode_basic,ENST00001120971,,1,53703963,54114457,ENST00001120971,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,54114465,+,ID=transcript:ENST00001120972;Parent=gene:ENSG00000140718;Name=FTO-236;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00001120972;version=1,transcript:ENST00001120972,gene:ENSG00000140718,FTO-236,protein_coding,gencode_basic,ENST00001120972,,1,53703963,54114465,ENST00001120972,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,54113294,+,ID=transcript:ENST00001120973;Parent=gene:ENSG00000140718;Name=FTO-237;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00001120973;version=1,transcript:ENST00001120973,gene:ENSG00000140718,FTO-237,protein_coding,gencode_basic,ENST00001120973,,1,53703963,54113294,ENST00001120973,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,54014564,+,ID=transcript:ENST00001120974;Parent=gene:ENSG00000140718;Name=FTO-238;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00001120974;version=1,transcript:ENST00001120974,gene:ENSG00000140718,FTO-238,protein_coding,gencode_basic,ENST00001120974,,1,53703963,54014564,ENST00001120974,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,54072653,+,"ID=transcript:ENST00001127231;Parent=gene:ENSG00000140718;Name=FTO-239;biotype=protein_coding;tag=gencode_basic,gencode_primary;transcript_id=ENST00001127231;version=1",transcript:ENST00001127231,gene:ENSG00000140718,FTO-239,protein_coding,"gencode_basic,gencode_primary",ENST00001127231,,1,53703963,54072653,ENST00001127231,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,53966309,+,ID=transcript:ENST00001127232;Parent=gene:ENSG00000140718;Name=FTO-240;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00001127232;version=1,transcript:ENST00001127232,gene:ENSG00000140718,FTO-240,protein_coding,gencode_basic,ENST00001127232,,1,53703963,53966309,ENST00001127232,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53703963,53966320,+,ID=transcript:ENST00001127233;Parent=gene:ENSG00000140718;Name=FTO-241;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00001127233;version=1,transcript:ENST00001127233,gene:ENSG00000140718,FTO-241,protein_coding,gencode_basic,ENST00001127233,,1,53703963,53966320,ENST00001127233,
ENSG00000140718,FTO,16,ensembl_havana,mRNA,53703963,54121941,+,"ID=transcript:ENST00001134006;Parent=gene:ENSG00000140718;Name=FTO-242;biotype=protein_coding;ccdsid=CCDS32448.1;tag=gencode_basic,ens_canon_extended;transcript_id=ENST00001134006;version=1",transcript:ENST00001134006,gene:ENSG00000140718,FTO-242,protein_coding,"gencode_basic,ens_canon_extended",ENST00001134006,,1,53703963,54121941,ENST00001134006,CCDS32448.1
ENSG00000140718,FTO,16,ensembl_havana,mRNA,53704156,54121941,+,"ID=transcript:ENST00000471389;Parent=gene:ENSG00000140718;Name=FTO-206;biotype=protein_coding;ccdsid=CCDS32448.1;tag=gencode_basic,gencode_primary,Ensembl_canonical,MANE_Select;transcript_id=ENST00000471389;transcript_support_level=1 (assigned to previous version 5);version=6",transcript:ENST00000471389,gene:ENSG00000140718,FTO-206,protein_coding,"gencode_basic,gencode_primary,Ensembl_canonical,MANE_Select",ENST00000471389,1 (assigned to previous version 5),6,53704156,54121941,ENST00000471389,CCDS32448.1
ENSG00000140718,FTO,16,havana,transcript,53704156,53825968,+,ID=transcript:ENST00000570395;Parent=gene:ENSG00000140718;Name=FTO-209;biotype=protein_coding_CDS_not_defined;transcript_id=ENST00000570395;transcript_support_level=4;version=1,transcript:ENST00000570395,gene:ENSG00000140718,FTO-209,protein_coding_CDS_not_defined,,ENST00000570395,4,1,53704156,53825968,ENST00000570395,
ENSG00000140718,FTO,16,havana,mRNA,53704156,54111873,+,ID=transcript:ENST00000636992;Parent=gene:ENSG00000140718;Name=FTO-216;biotype=nonsense_mediated_decay;transcript_id=ENST00000636992;transcript_support_level=5;version=1,transcript:ENST00000636992,gene:ENSG00000140718,FTO-216,nonsense_mediated_decay,,ENST00000636992,5,1,53704156,54111873,ENST00000636992,
ENSG00000140718,FTO,16,havana_tagene,mRNA,53704156,54114465,+,ID=transcript:ENST00001049185;Parent=gene:ENSG00000140718;Name=FTO-230;biotype=nonsense_mediated_decay;transcript_id=ENST00001049185;version=1,transcript:ENST00001049185,gene:ENSG00000140718,FTO-230,nonsense_mediated_decay,,ENST00001049185,,1,53704156,54114465,ENST00001049185,
ENSG00000140718,FTO,16,havana,transcript,53704158,53965858,+,ID=transcript:ENST00000636030;Parent=gene:ENSG00000140718;Name=FTO-212;biotype=protein_coding_CDS_not_defined;transcript_id=ENST00000636030;transcript_support_level=5;version=1,transcript:ENST00000636030,gene:ENSG00000140718,FTO-212,protein_coding_CDS_not_defined,,ENST00000636030,5,1,53704158,53965858,ENST00000636030,
ENSG00000140718,FTO,16,havana,mRNA,53704158,54111835,+,ID=transcript:ENST00000637562;Parent=gene:ENSG00000140718;Name=FTO-220;biotype=nonsense_mediated_decay;transcript_id=ENST00000637562;transcript_support_level=5;version=1,transcript:ENST00000637562,gene:ENSG00000140718,FTO-220,nonsense_mediated_decay,,ENST00000637562,5,1,53704158,54111835,ENST00000637562,
ENSG00000140718,FTO,16,havana,mRNA,53704158,54121902,+,ID=transcript:ENST00000637845;Parent=gene:ENSG00000140718;Name=FTO-221;biotype=nonsense_mediated_decay;transcript_id=ENST00000637845;transcript_support_level=5;version=1,transcript:ENST00000637845,gene:ENSG00000140718,FTO-221,nonsense_mediated_decay,,ENST00000637845,5,1,53704158,54121902,ENST00000637845,
ENSG00000140718,FTO,16,havana,mRNA,53704182,54112087,+,ID=transcript:ENST00000464071;Parent=gene:ENSG00000140718;Name=FTO-205;biotype=nonsense_mediated_decay;transcript_id=ENST00000464071;transcript_support_level=2;version=1,transcript:ENST00000464071,gene:ENSG00000140718,FTO-205,nonsense_mediated_decay,,ENST00000464071,2,1,53704182,54112087,ENST00000464071,
ENSG00000140718,FTO,16,havana,mRNA,53826361,54040726,+,ID=transcript:ENST00000563011;Parent=gene:ENSG00000140718;Name=FTO-208;biotype=protein_coding;transcript_id=ENST00000563011;transcript_support_level=5;version=2,transcript:ENST00000563011,gene:ENSG00000140718,FTO-208,protein_coding,,ENST00000563011,5,2,53826361,54040726,ENST00000563011,
ENSG00000140718,FTO,16,havana,mRNA,53879844,54153448,+,ID=transcript:ENST00000612285;Parent=gene:ENSG00000140718;Name=FTO-210;biotype=protein_coding;transcript_id=ENST00000612285;transcript_support_level=5;version=2,transcript:ENST00000612285,gene:ENSG00000140718,FTO-210,protein_coding,,ENST00000612285,5,2,53879844,54153448,ENST00000612285,
ENSG00000140718,FTO,16,havana,mRNA,53886917,54112138,+,ID=transcript:ENST00000431610;Parent=gene:ENSG00000140718;Name=FTO-202;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00000431610;transcript_support_level=3;version=6,transcript:ENST00000431610,gene:ENSG00000140718,FTO-202,protein_coding,gencode_basic,ENST00000431610,3,6,53886917,54112138,ENST00000431610,
ENSG00000140718,FTO,16,havana,mRNA,53886930,54112987,+,ID=transcript:ENST00000460382;Parent=gene:ENSG00000140718;Name=FTO-203;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00000460382;transcript_support_level=5;version=5,transcript:ENST00000460382,gene:ENSG00000140718,FTO-203,protein_coding,gencode_basic,ENST00000460382,5,5,53886930,54112987,ENST00000460382,
ENSG00000140718,FTO,16,havana,mRNA,53888894,53935847,+,ID=transcript:ENST00000637062;Parent=gene:ENSG00000140718;Name=FTO-219;biotype=protein_coding;transcript_id=ENST00000637062;transcript_support_level=5;version=1,transcript:ENST00000637062,gene:ENSG00000140718,FTO-219,protein_coding,,ENST00000637062,5,1,53888894,53935847,ENST00000637062,
ENSG00000140718,FTO,16,havana,mRNA,53911256,54114463,+,ID=transcript:ENST00000463855;Parent=gene:ENSG00000140718;Name=FTO-204;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00000463855;transcript_support_level=1;version=1,transcript:ENST00000463855,gene:ENSG00000140718,FTO-204,protein_coding,gencode_basic,ENST00000463855,1,1,53911256,54114463,ENST00000463855,
ENSG00000140718,FTO,16,havana,transcript,53923056,54112632,+,ID=transcript:ENST00000635892;Parent=gene:ENSG00000140718;Name=FTO-211;biotype=protein_coding_CDS_not_defined;transcript_id=ENST00000635892;transcript_support_level=5;version=1,transcript:ENST00000635892,gene:ENSG00000140718,FTO-211,protein_coding_CDS_not_defined,,ENST00000635892,5,1,53923056,54112632,ENST00000635892,
ENSG00000140718,FTO,16,ensembl_havana,mRNA,53934030,54114463,+,ID=transcript:ENST00000268349;Parent=gene:ENSG00000140718;Name=FTO-201;biotype=protein_coding;transcript_id=ENST00000268349;transcript_support_level=1;version=7,transcript:ENST00000268349,gene:ENSG00000140718,FTO-201,protein_coding,,ENST00000268349,1,7,53934030,54114463,ENST00000268349,
ENSG00000140718,FTO,16,havana,transcript,54063637,54112302,+,ID=transcript:ENST00000472835;Parent=gene:ENSG00000140718;Name=FTO-207;biotype=protein_coding_CDS_not_defined;transcript_id=ENST00000472835;transcript_support_level=3;version=1,transcript:ENST00000472835,gene:ENSG00000140718,FTO-207,protein_coding_CDS_not_defined,,ENST00000472835,3,1,54063637,54112302,ENST00000472835,
ENSG00000140718,FTO,16,havana,transcript,54069896,54114439,+,ID=transcript:ENST00000636091;Parent=gene:ENSG00000140718;Name=FTO-213;biotype=protein_coding_CDS_not_defined;transcript_id=ENST00000636091;transcript_support_level=5;version=1,transcript:ENST00000636091,gene:ENSG00000140718,FTO-213,protein_coding_CDS_not_defined,,ENST00000636091,5,1,54069896,54114439,ENST00000636091,
ENSG00000140718,FTO,16,havana,mRNA,54149690,54158512,+,ID=transcript:ENST00000637049;Parent=gene:ENSG00000140718;Name=FTO-218;biotype=nonsense_mediated_decay;transcript_id=ENST00000637049;transcript_support_level=5;version=1,transcript:ENST00000637049,gene:ENSG00000140718,FTO-218,nonsense_mediated_decay,,ENST00000637049,5,1,54149690,54158512,ENST00000637049,
ENSG00000103494,RPGRIP1L,16,havana,transcript,53635441,53638374,-,ID=transcript:ENST00000568009;Parent=gene:ENSG00000103494;Name=RPGRIP1L-208;biotype=protein_coding_CDS_not_defined;transcript_id=ENST00000568009;transcript_support_level=5;version=1,transcript:ENST00000568009,gene:ENSG00000103494,RPGRIP1L-208,protein_coding_CDS_not_defined,,ENST00000568009,5,1,53638374,53635441,ENST00000568009,
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53696213,53703810,-,ID=transcript:ENST00000569716;Parent=gene:ENSG00000103494;Name=RPGRIP1L-210;biotype=protein_coding;transcript_id=ENST00000569716;transcript_support_level=3;version=1,transcript:ENST00000569716,gene:ENSG00000103494,RPGRIP1L-210,protein_coding,,ENST00000569716,3,1,53703810,53696213,ENST00000569716,
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53692227,53703830,-,ID=transcript:ENST00000562588;Parent=gene:ENSG00000103494;Name=RPGRIP1L-203;biotype=protein_coding;transcript_id=ENST00000562588;transcript_support_level=5;version=5,transcript:ENST00000562588,gene:ENSG00000103494,RPGRIP1L-203,protein_coding,,ENST00000562588,5,5,53703830,53692227,ENST00000562588,
ENSG00000103494,RPGRIP1L,16,havana,transcript,53662882,53703838,-,ID=transcript:ENST00000680907;Parent=gene:ENSG00000103494;Name=RPGRIP1L-215;biotype=protein_coding_CDS_not_defined;transcript_id=ENST00000680907;version=1,transcript:ENST00000680907,gene:ENSG00000103494,RPGRIP1L-215,protein_coding_CDS_not_defined,,ENST00000680907,,1,53703838,53662882,ENST00000680907,
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53599254,53703841,-,ID=transcript:ENST00000680193;Parent=gene:ENSG00000103494;Name=RPGRIP1L-214;biotype=nonsense_mediated_decay;transcript_id=ENST00000680193;version=1,transcript:ENST00000680193,gene:ENSG00000103494,RPGRIP1L-214,nonsense_mediated_decay,,ENST00000680193,,1,53703841,53599254,ENST00000680193,
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53671551,53703844,-,ID=transcript:ENST00000562230;Parent=gene:ENSG00000103494;Name=RPGRIP1L-202;biotype=protein_coding;transcript_id=ENST00000562230;transcript_support_level=1;version=5,transcript:ENST00000562230,gene:ENSG00000103494,RPGRIP1L-202,protein_coding,,ENST00000562230,1,5,53703844,53671551,ENST00000562230,
ENSG00000103494,RPGRIP1L,16,havana_tagene,mRNA,53695973,53703847,-,ID=transcript:ENST00001101427;Parent=gene:ENSG00000103494;Name=RPGRIP1L-221;biotype=protein_coding;ccdsid=CCDS86526.1;tag=gencode_basic;transcript_id=ENST00001101427;version=1,transcript:ENST00001101427,gene:ENSG00000103494,RPGRIP1L-221,protein_coding,gencode_basic,ENST00001101427,,1,53703847,53695973,ENST00001101427,CCDS86526.1
ENSG00000103494,RPGRIP1L,16,ensembl_havana,mRNA,53598153,53703859,-,"ID=transcript:ENST00000647211;Parent=gene:ENSG00000103494;Name=RPGRIP1L-212;biotype=protein_coding;ccdsid=CCDS32447.1;tag=gencode_basic,gencode_primary,Ensembl_canonical,MANE_Select;transcript_id=ENST00000647211;version=2",transcript:ENST00000647211,gene:ENSG00000103494,RPGRIP1L-212,protein_coding,"gencode_basic,gencode_primary,Ensembl_canonical,MANE_Select",ENST00000647211,,2,53703859,53598153,ENST00000647211,CCDS32447.1
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53693427,53703889,-,ID=transcript:ENST00000679110;Parent=gene:ENSG00000103494;Name=RPGRIP1L-213;biotype=nonsense_mediated_decay;ccdsid=CCDS86527.1;transcript_id=ENST00000679110;version=1,transcript:ENST00000679110,gene:ENSG00000103494,RPGRIP1L-213,nonsense_mediated_decay,,ENST00000679110,,1,53703889,53693427,ENST00000679110,CCDS86527.1
ENSG00000103494,RPGRIP1L,16,ensembl_havana,mRNA,53598153,53703938,-,ID=transcript:ENST00000262135;Parent=gene:ENSG00000103494;Name=RPGRIP1L-201;biotype=protein_coding;ccdsid=CCDS45486.1;tag=gencode_basic;transcript_id=ENST00000262135;transcript_support_level=5 (assigned to previous version 8);version=10,transcript:ENST00000262135,gene:ENSG00000103494,RPGRIP1L-201,protein_coding,gencode_basic,ENST00000262135,5 (assigned to previous version 8),10,53703938,53598153,ENST00000262135,CCDS45486.1
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53598153,53703938,-,"ID=transcript:ENST00000563746;Parent=gene:ENSG00000103494;Name=RPGRIP1L-204;biotype=protein_coding;ccdsid=CCDS81980.1;tag=gencode_basic,gencode_primary;transcript_id=ENST00000563746;transcript_support_level=1;version=6",transcript:ENST00000563746,gene:ENSG00000103494,RPGRIP1L-204,protein_coding,"gencode_basic,gencode_primary",ENST00000563746,1,6,53703938,53598153,ENST00000563746,CCDS81980.1
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53605395,53703938,-,ID=transcript:ENST00000564374;Parent=gene:ENSG00000103494;Name=RPGRIP1L-205;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00000564374;transcript_support_level=2;version=6,transcript:ENST00000564374,gene:ENSG00000103494,RPGRIP1L-205,protein_coding,gencode_basic,ENST00000564374,2,6,53703938,53605395,ENST00000564374,
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53695631,53703938,-,"ID=transcript:ENST00000566096;Parent=gene:ENSG00000103494;Name=RPGRIP1L-207;biotype=protein_coding;ccdsid=CCDS86526.1;tag=gencode_basic,gencode_primary;transcript_id=ENST00000566096;transcript_support_level=2;version=5",transcript:ENST00000566096,gene:ENSG00000103494,RPGRIP1L-207,protein_coding,"gencode_basic,gencode_primary",ENST00000566096,2,5,53703938,53695631,ENST00000566096,CCDS86526.1
ENSG00000103494,RPGRIP1L,16,havana,mRNA,53693312,53703938,-,"ID=transcript:ENST00000568653;Parent=gene:ENSG00000103494;Name=RPGRIP1L-209;biotype=protein_coding;ccdsid=CCDS86527.1;tag=gencode_basic,gencode_primary;transcript_id=ENST00000568653;transcript_support_level=1;version=8",transcript:ENST00000568653,gene:ENSG00000103494,RPGRIP1L-209,protein_coding,"gencode_basic,gencode_primary",ENST00000568653,1,8,53703938,53693312,ENST00000568653,CCDS86527.1
ENSG00000103494,RPGRIP1L,16,ensembl_havana,mRNA,53598153,53703938,-,ID=transcript:ENST00000621565;Parent=gene:ENSG00000103494;Name=RPGRIP1L-211;biotype=protein_coding;ccdsid=CCDS76868.1;tag=gencode_basic;transcript_id=ENST00000621565;transcript_support_level=1 (assigned to previous version 4);version=6,transcript:ENST00000621565,gene:ENSG00000103494,RPGRIP1L-211,protein_coding,gencode_basic,ENST00000621565,1 (assigned to previous version 4),6,53703938,53598153,ENST00000621565,CCDS76868.1
ENSG00000103494,RPGRIP1L,16,havana_tagene,mRNA,53598153,53703938,-,ID=transcript:ENST00000935860;Parent=gene:ENSG00000103494;Name=RPGRIP1L-217;biotype=protein_coding;tag=gencode_basic;transcript_id=ENST00000935860;version=2,transcript:ENST00000935860,gene:ENSG00000103494,RPGRIP1L-217,protein_coding,gencode_basic,ENST00000935860,,2,53703938,53598153,ENST00000935860,
ENSG00000103494,RPGRIP1L,16,havana_tagene,mRNA,53598153,53703938,-,"ID=transcript:ENST00000944945;Parent=gene:ENSG00000103494;Name=RPGRIP1L-218;biotype=protein_coding;tag=gencode_basic,gencode_primary;transcript_id=ENST00000944945;version=2",transcript:ENST00000944945,gene:ENSG00000103494,RPGRIP1L-218,protein_coding,"gencode_basic,gencode_primary",ENST00000944945,,2,53703938,53598153,ENST00000944945,
ENSG00000103494,RPGRIP1L,16,havana_tagene,mRNA,53662633,53703938,-,"ID=transcript:ENST00000988115;Parent=gene:ENSG00000103494;Name=RPGRIP1L-219;biotype=protein_coding;tag=gencode_basic,gencode_primary;transcript_id=ENST00000988115;version=1",transcript:ENST00000988115,gene:ENSG00000103494,RPGRIP1L-219,protein_coding,"gencode_basic,gencode_primary",ENST00000988115,,1,53703938,53662633,ENST00000988115,
ENSG00000103494,RPGRIP1L,16,havana_tagene,mRNA,53695960,53703938,-,ID=transcript:ENST00001101426;Parent=gene:ENSG00000103494;Name=RPGRIP1L-220;biotype=protein_coding;ccdsid=CCDS86526.1;tag=gencode_basic;transcript_id=ENST00001101426;version=1,transcript:ENST00001101426,gene:ENSG00000103494,RPGRIP1L-220,protein_coding,gencode_basic,ENST00001101426,,1,53703938,53695960,ENST00001101426,CCDS86526.1
ENSG00000103494,RPGRIP1L,16,havana_tagene,mRNA,53696138,53703938,-,ID=transcript:ENST00001101428;Parent=gene:ENSG00000103494;Name=RPGRIP1L-222;biotype=protein_coding;ccdsid=CCDS86526.1;tag=gencode_basic;transcript_id=ENST00001101428;version=1,transcript:ENST00001101428,gene:ENSG00000103494,RPGRIP1L-222,protein_coding,gencode_basic,ENST00001101428,,1,53703938,53696138,ENST00001101428,CCDS86526.1
ENSG00000103494,RPGRIP1L,16,havana_tagene,mRNA,53691110,53703938,-,"ID=transcript:ENST00001109041;Parent=gene:ENSG00000103494;Name=RPGRIP1L-223;biotype=protein_coding;tag=gencode_basic,gencode_primary;transcript_id=ENST00001109041;version=1",transcript:ENST00001109041,gene:ENSG00000103494,RPGRIP1L-223,protein_coding,"gencode_basic,gencode_primary",ENST00001109041,,1,53703938,53691110,ENST00001109041,
